id,symbol,entry_date,entry_price,stop_loss,target,position_size,volume
1,POWERGRID.NS,2022-04-01,165.25,160.2925,180.12250000000003,30.257186081694403,39663951
2,POWERGRID.NS,2023-11-10,211.15,204.8155,230.15350000000007,23.679848448969928,12066023
3,POWERGRID.NS,2024-01-29,253.95,246.33149999999998,276.80550000000005,19.688915140775745,26181011
4,POWERGRID.NS,2024-06-03,337.65,327.52049999999997,368.0385,14.808233377758034,55218939
5,POWERGRID.NS,2022-04-01,165.25,160.2925,180.12250000000003,30.257186081694403,39663951
6,POWERGRID.NS,2023-11-10,211.15,204.8155,230.15350000000007,23.679848448969928,12066023
7,POWERGRID.NS,2024-01-29,253.95,246.33149999999998,276.80550000000005,19.688915140775745,26181011
8,POWERGRID.NS,2024-06-03,337.65,327.52049999999997,368.0385,14.808233377758034,55218939
